org;pro;COG;cat;annotation;pattern
 629 ; 1005 ; COG0209 ; F ;Ribonucleotide reductase alpha subunit; |||||-|||-|||-||---||||||||||||||||||||||-|--|----|-|-|||--|||||---|||||||||||||||-|||||||||||-||||-||||||||-|-||||||-|||||||||||||||||||||-||||||||||||-|||||||||||||||||||||||||-|||||||||||||||||||||||||||||||--|||||||||||||||||||||||||||||||||||------||---||----||--||----||||||||||||||||||||||||||||||||||||||||||||||||--|||||-|||-||||-|||||-|||-|--||-|-||-|--|||||||||||--||-|||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||-|||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||-||||||||--||-|-||||-||||||-|-|||||||||||||||||||| 
 663 ; 2065 ; COG0210 ; L ;Superfamily I DNA or RNA helicase; -----------------------||||||||||||||||||||||||---||||||-||||-|||||---|||||-|-|----||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||-||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||-|-||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 626 ; 635 ; COG0211 ; J ;Ribosomal protein L27; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 586 ; 618 ; COG0212 ; H ;5-formyltetrahydrofolate cyclo-ligase; |||-|--||||||||||||||-||||||||-||-||||||||-|-|------|---|-||--||--|----------|||||-------|-||||||||||||||||-||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||-||||||||||||||||-|||||--||||-||-||--|||||||||--||--|------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||-|||||-||-|||||||||||||||||||||-||||-|||-|--|-|||--|--||||||||||-|||-||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||---|-||||||||||||||-||||-||-|||||-|||||||||-||||||||||-||||||||||||||||||||||||||--|||||||||||--||||||||||||||||||||||||||||-|-||||||-||||||||||-||||||||||||||||||||-||||-||||||-------|------||||||-||---|-|||--||----|-|- 
 324 ; 347 ; COG0213 ; F ;Thymidine phosphorylase; -----|-|-----|--|||--|||--------|----|-|------||||||||||||||||||||-|||---|-||------|||||----||-||||||-|||||-|---||-||-|||||||||||-|-|-|||||||-||-|||||||-|||||--|||-------|----------|--|----|-------------------|----||--------||--|--------||||------------------------------------|||-||-|||||||||||||||--|||||-|-|||-||||-||||-||||||-||||||--||-|||||||-||-||||||||||||||-|||--|-||-||||-||||-||-||--||---|------||---------|||---||---|--||-|---|||-||||-||||---|||||-|----------|----|-|-|---------|--------||-|-|-||----|---|--||||---------------|--|-||----------------|--|----------|||-|-||-|--|||||-----||---|||||---||----|-||-|-|-||--|-||||---||||-|---|--|--|-|--|------|-|||-|||||||||||-----|---|||-----||---|-|---- 
 691 ; 805 ; COG0215 ; J ;Cysteinyl-tRNA synthetase; ||||||||||||||||||||||||||||||||||||||||||-||---||||---||||-|||-||-||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||-|||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||-||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||| 
 627 ; 661 ; COG0216 ; J ;Protein chain release factor A; -----------------------------------------------------------------------------------|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 602 ; 650 ; COG0217 ; KJ ;Transcriptional and/or translational regulatory protein YebC/TACO1; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||--||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||-|||||||||||||||||||||||||||||||||-|||--|-||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||-|||||||||||||||||||||||||-|---||||||||||||-|||||||||||||||||||||||||||||||||||||-||||||||||-||||||||||||||||||||-|||||||||||||-||||||||||||||||||||||||||||||||||||-||| 
 505 ; 512 ; COG0218 ; D ;GTP-binding protein EngB required for normal cell division; ---------------------||||||||||||||||||||-----||||||-|||-|--|---||||||-------------||||||--|--|----|--------|-||-----|------------|--------|------------|----------|||||||||||||||||||||||||||||||||||||||||||||||--|||||||||||||-|||||--||||----------------------------------------------||||||||||||||||||||||||||||||||||||-||||-|||||-|-|||||||||||||-||||||||||-----||||||||||||||||||||||||------||||||||||||||||||||||-|||||||||||||||-||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||-||||||||||||||||||||-||||--|---||-||||||||||--|||||--|||||||-|||---||-||--- 
 424 ; 424 ; COG0219 ; J ;tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain; -------|----|--------------------------------------------------------------------------|-|----||||||||-|-|---|-|--|-|--||--|----|--|-||--|---||||-|-|-|||-------|-|------------------|----------|--|-|--||--||-------|-----------------||||||---------|||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||-||||||||||||||-|||||||-||||||||||||-|||--|-||||-|||||||||||||--||-||||||||||--|---|-|-|---||||||||--|||||---|||-|||||||-|----|||||-|--||||||||||||||||||||||||||||||-||||||||||||||-||||-||--||||-|--|-||||||||-||||||-|||-|||||||||||||||||||-|---|||||||||||--||||||||||||-||||||||-||||||-||||||||-||||||||||-||||||||||||||||||-|-||||-||||-|--------------|||||||--|---|---||||-------- 
 508 ; 573 ; COG0220 ; J ;tRNA G46 methylase TrmB; |-----------------------|------------------------------------------------------|---|--|----|||-|||||-|-|||--||----|-|-||||||||||||||-|||-||||||||||||||||||--|--||||-------|-||||||||||||||||||||-||||||||||||||||--||||||||||-||---|||||||||-||------|||||||||||||||||||||||||||||||||||||||-|||||||||||-||||||||||||||||||-||-|||--|||||||--||-|||---||---|-||--|----------|-|||--|-||||-|||||||||||||||||-|||||||||||-|||||-|||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||-||||||-||||||||||||||-||||-||-||||----|-------|-|||-||||--||||||||||||||||||||||-|-|-||||-|||||||-||||||-||||||||||||||||||||||||||||||-||||||||||-||||||||||||||||||||-||||-||||||||||||||||||--||||||--|-||--|--||||-||||||- 
 505 ; 554 ; COG0221 ; CP ;Inorganic pyrophosphatase; |-||||-|-||-||||||||---||||||||||||||||||||-||----|--|-|-|--||--|||||||||||||--||-||||||||||||-||||-||||||||-|--|||||-|||||||||||||||||||||-||||||||||||-||||||||||||||||||---||---|||||||||||||||||||||||||||||||--||||||||||-||||||||||---||||||||||||||||||-||||||||||||||||||||||||||||---|-|---|--|-|---|-----------------------|------|---------|--------|||-----------||||||||||------|-|--||||-||||||||||||||||-||||||-||---||||||||||||||-|||-||--|||-|||-|||--||||||||||||||||||||||-||||||||||||||||-|||||||||||||||||||-||-||||---------------|--|-||---|||||--|-|||||||-||||||||-|||-|||||||||||||-||||||||||||||||||||||||||||||||-||||||-||||||||-||||||||||||||||||||--|---|------|-|-------------||-|||-----|-||--|||| 
 626 ; 643 ; COG0222 ; J ;Ribosomal protein L7/L12; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 629 ; 866 ; COG0223 ; J ;Methionyl-tRNA formyltransferase; -----------------------|-|--|--|--||-||-|---------|-------||-------------------||--||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||--|-||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||| 
 586 ; 648 ; COG0224 ; C ;FoF1-type ATP synthase, gamma subunit; --------------------------------------------------||-------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||-|||||||||||||||||||||||||||||||||-|||||||||||||||||||--||-|||||||||||||||||||||||||||||||||||||||||-------||||||||||||||||||||||||||||||||||||--||||||||||||||--||-|||||||-||||||||-||||||||-|||--|-||||-|||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||-|||||||||||||||||||-|||||||||||||||||||||||||-||---|-----||||||||-||||||||-|||||||||||||||-|||| 
 568 ; 844 ; COG0225 ; O ;Peptide methionine sulfoxide reductase MsrA; ----------|---||-------|||||||||||||||||||--||--|-||||||||||||||||---|||-|--|-|||--|||||||-|||||||||||||||||||||||-||-|||||||||||||||||||||-|||||||||||||||||||-|||-|-----||-||||||||||||||||||||-||||||||||||||||--||||||||||--|||||||--||||-|||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||--||-|-|--||-|-||-||||||||||----||---|||---------||-|||----||---|||||||||||||||||-|||-|||||||-|||||-|||||-||||||||--|||||-|||||||||||||||--|||||||||--|||||||||||||-|||||||||--|||||-||||||||||||||-||||-||-|||||-||-|||||||||||||||||||||||||||||-|||||||||||-|---|||||||||||--||||||||||||||-|||||||||||||-||||||||-||||||||||-|||||||-||||||||||||-||||-|||||||----|-||||-|-|--||-|--|||||---|||||----||| 
 600 ; 1153 ; COG0226 ; P ;ABC-type phosphate transport system, periplasmic component; --|--|||||-|||-|||---||||||||||||||||||||||-||||||||||||||||||||||||||------||||-|-||||||||||||||||-|||||||||||||||||||||||||||||||||||||||-||||-||||||-|||||||||||||||||||-|||||-|||-||-||-|-||-----||---------|---|--|||||||--|||||||------|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||-||||||||||||||||-|||||||||||-||||-|||||||||-|||--|-|||||---|-|-|||||||||||||||||||||||||||--|||||||||||||--||||||-|||||||||||||||--||||||||||||||||||||||||||||||||||-||||||--|||||||||||||-||||-||-||||||||||||||||||||||||||||||-|-||||||||||-||||||-----||||-||||||--||||||-|-|||||||||-|||||||||-||||||||-||||||||||--||||||||||||-||||-|-|||||||||-|||||||||||||||||||||-|||||||||||||||------| 
 600 ; 634 ; COG0227 ; J ;Ribosomal protein L28; -----------------------------------------------------------------------------------|||||||||||-||||||||||||||||||||||-|||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|-|||-||||||-|||||||||||||||||||||||||||||||-|||||||||||||||||||-|||-|||||||||-|||||||||-|||||||||-|||||||||||--|-||||-||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||-|||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||-||||||||-||||||| 
 622 ; 624 ; COG0228 ; J ;Ribosomal protein S16; -----------------------------------------------------------------------------------|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 468 ; 468 ; COG0230 ; J ;Ribosomal protein L34; -----------------------------------------------------------------------------------|||-|||||||||||-||||||||||||-|||||||||||||||||||-||||||||-||||-|||||||||||||||||-|-----||||||-||||||||--|||||||||||||||||||||||-||-||||||||||||-||||||-|-|||||-||||-|||-||-|||-||||||||||-|--|-||-||-|||||||||||||||||||||||-|||--|||||||------|-----||--|---|||-|---||-||-||-|--|-||---|-|||||||||||------||||------||-||||||||||-|||--|||--|||||||-|---||||-|--|||||-|-||--|||||||||-|||-||||--|||||-||||||||-|-|||||||--|-|-||||||||||--|||||-||-|||-||-|--|--|-||-|-|--|-----|||||||||-|||||||||-|||||-||-||||||||||||||||||||-|||||||-||||-||||||||||||--|||||||||||||||||||||-|||-|-|-|||||||--||||----|-|||||||-|----|||||||--||-||-----||--- 
 702 ; 785 ; COG0231 ; J ;Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A); |||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||-|||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 623 ; 626 ; COG0233 ; J ;Ribosome recycling factor; -----------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 618 ; 2441 ; COG0236 ; IQ ;Acyl carrier protein; -----------------------|-------|------------------|------||------------------------||||||||||||||-|||-||||||||||||-||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--||--| 
